cf_id,contact_id,company_name,description,goal,pledged,outcome,currency,launch_date,end_date
1807,3012,Harrison-Bridges,Profit-focused exuding moderator,77000.0,1930.0,failed,GBP,1970-01-01 00:00:01.614837600,1970-01-01 00:00:01.632200400
1436,6196,Morrison-Henderson,De-engineered disintermediate encoding,100.0,4.0,canceled,CHF,1970-01-01 00:00:01.623992400,1970-01-01 00:00:01.636696800
2704,1968,Ritter PLC,Multi-channeled upward-trending application,9500.0,14408.0,successful,CAD,1970-01-01 00:00:01.608876000,1970-01-01 00:00:01.626066000
68,3879,Burnett-Mora,Quality-focused 24/7 superstructure,6400.0,12129.0,successful,GBP,1970-01-01 00:00:01.599368400,1970-01-01 00:00:01.627794000
1260,1563,Smith-Smith,Total leadingedge neural-net,189000.0,5916.0,failed,USD,1970-01-01 00:00:01.615356000,1970-01-01 00:00:01.622005200
2929,2632,"Dunn, Moreno and Green",Intuitive object-oriented task-force,1900.0,2884.0,successful,USD,1970-01-01 00:00:01.614060000,1970-01-01 00:00:01.614492000
255,1334,Robinson Group,Re-contextualized homogeneous flexibility,16200.0,75955.0,successful,USD,1970-01-01 00:00:01.593752400,1970-01-01 00:00:01.621314000
842,1639,"Turner, Scott and Gentry",Assimilated regional groupware,5600.0,2445.0,failed,EUR,1970-01-01 00:00:01.617166800,1970-01-01 00:00:01.638597600
2392,4020,Gardner Inc,Function-based systematic Graphical User Interface,3700.0,5028.0,successful,USD,1970-01-01 00:00:01.626930000,1970-01-01 00:00:01.641189600
1699,2790,Meyer-Avila,Multi-tiered discrete support,10000.0,6100.0,failed,USD,1970-01-01 00:00:01.606888800,1970-01-01 00:00:01.622178000
335,4789,Matthews LLC,Advanced transitional help-desk,3900.0,8125.0,successful,USD,1970-01-01 00:00:01.599282000,1970-01-01 00:00:01.618981200
2711,1620,Johnson-Pace,Persistent 3rdgeneration moratorium,149600.0,169586.0,successful,USD,1970-01-01 00:00:01.625893200,1970-01-01 00:00:01.641967200
1169,5779,Macias Inc,Optimized didactic intranet,8100.0,6086.0,failed,USD,1970-01-01 00:00:01.599022800,1970-01-01 00:00:01.628226000
342,4533,Jones-Ryan,Vision-oriented uniform instruction set,6700.0,8917.0,successful,USD,1970-01-01 00:00:01.616821200,1970-01-01 00:00:01.633755600
3061,2222,Collier LLC,Secured well-modulated projection,17100.0,111502.0,successful,CAD,1970-01-01 00:00:01.599627600,1970-01-01 00:00:01.630818000
1336,3928,Sanders LLC,Multi-tiered explicit focus group,150600.0,127745.0,failed,USD,1970-01-01 00:00:01.612159200,1970-01-01 00:00:01.642312800
1062,1422,"Christian, Kim and Jimenez",Devolved foreground throughput,134400.0,155849.0,successful,USD,1970-01-01 00:00:01.625979600,1970-01-01 00:00:01.631854800
2250,3057,"Thomas, Clay and Mendoza",Multi-channeled reciprocal interface,800.0,2991.0,successful,USD,1970-01-01 00:00:01.589346000,1970-01-01 00:00:01.615010400
2175,6073,"Taylor, Santiago and Flores",Polarized composite customer loyalty,66600.0,37823.0,failed,USD,1970-01-01 00:00:01.602133200,1970-01-01 00:00:01.618117200
378,3714,"Jones, Taylor and Moore",Down-sized system-worthy secured line,100.0,2.0,failed,EUR,1970-01-01 00:00:01.633669200,1970-01-01 00:00:01.635915600
747,2812,Davis-Michael,Progressive tertiary framework,3900.0,4776.0,successful,GBP,1970-01-01 00:00:01.624942800,1970-01-01 00:00:01.630040400
1221,2152,Sandoval Group,Assimilated multi-tasking archive,7100.0,8716.0,successful,USD,1970-01-01 00:00:01.630299600,1970-01-01 00:00:01.632200400
2836,4161,Garcia Ltd,Secured global success,5600.0,5476.0,failed,DKK,1970-01-01 00:00:01.607839200,1970-01-01 00:00:01.618376400
467,3219,"Roberts, Hinton and Williams",Programmable static middleware,35000.0,177936.0,successful,USD,1970-01-01 00:00:01.593838800,1970-01-01 00:00:01.617166800
1277,2344,Marquez-Kerr,Automated hybrid orchestration,15800.0,83267.0,successful,USD,1970-01-01 00:00:01.617253200,1970-01-01 00:00:01.641016800
2663,2093,Lutz Group,Enterprise-wide foreground paradigm,2700.0,1012.0,failed,EUR,1970-01-01 00:00:01.599454800,1970-01-01 00:00:01.625461200
1057,2034,"Wright, Brooks and Villarreal",Reverse-engineered bifurcated strategy,6600.0,11746.0,successful,USD,1970-01-01 00:00:01.632891600,1970-01-01 00:00:01.638165600
1556,3571,Collins-Goodman,Cross-platform even-keeled initiative,1400.0,9253.0,successful,USD,1970-01-01 00:00:01.589173200,1970-01-01 00:00:01.615269600
2110,2785,Daniel-Luna,Mandatory multimedia leverage,75000.0,2529.0,failed,USD,1970-01-01 00:00:01.603170000,1970-01-01 00:00:01.610863200
647,6217,Cole LLC,Proactive responsive emulation,111900.0,85902.0,failed,EUR,1970-01-01 00:00:01.628312400,1970-01-01 00:00:01.642053600
2314,5136,Shannon Ltd,Pre-emptive neutral capacity,100.0,5.0,failed,USD,1970-01-01 00:00:01.611036000,1970-01-01 00:00:01.627189200
308,2290,"Owens, Hall and Gonzalez",De-engineered static orchestration,62800.0,143788.0,successful,CAD,1970-01-01 00:00:01.605765600,1970-01-01 00:00:01.630126800
2349,5490,King-Nguyen,Open-source incremental throughput,1300.0,13678.0,successful,USD,1970-01-01 00:00:01.624597200,1970-01-01 00:00:01.633064400
2371,2996,Stevens Inc,Adaptive 24hour projection,8200.0,1546.0,canceled,USD,1970-01-01 00:00:01.633669200,1970-01-01 00:00:01.637992800
1423,4556,Franklin Inc,Focused multimedia knowledgebase,6200.0,6269.0,successful,USD,1970-01-01 00:00:01.588309200,1970-01-01 00:00:01.618290000
569,4869,Johnson Group,Compatible full-range leverage,3900.0,11075.0,successful,USD,1970-01-01 00:00:01.614492000,1970-01-01 00:00:01.620450000
1805,3418,"Wilson, Wilson and Mathis",Optional asymmetric success,100.0,2.0,failed,USD,1970-01-01 00:00:01.623387600,1970-01-01 00:00:01.635224400
2747,4073,Smith Group,Right-sized secondary challenge,106800.0,57872.0,failed,DKK,1970-01-01 00:00:01.630040400,1970-01-01 00:00:01.639893600
3129,2623,Young PLC,Optional maximized attitude,79400.0,26571.0,failed,USD,1970-01-01 00:00:01.589950800,1970-01-01 00:00:01.612591200
2089,2059,Davis Ltd,Upgradable uniform service-desk,3500.0,6204.0,successful,AUD,1970-01-01 00:00:01.619067600,1970-01-01 00:00:01.626670800
2504,4178,Smith-Brown,Object-based content-based ability,1500.0,10946.0,successful,EUR,1970-01-01 00:00:01.606802400,1970-01-01 00:00:01.626670800
2575,1717,Cook-Ortiz,Right-sized dedicated standardization,17700.0,150960.0,successful,USD,1970-01-01 00:00:01.623387600,1970-01-01 00:00:01.629608400
2444,2141,Best-Young,Implemented multimedia time-frame,3100.0,12620.0,successful,CHF,1970-01-01 00:00:01.597813200,1970-01-01 00:00:01.622610000
2107,5445,Gates PLC,Secured content-based product,4500.0,13985.0,successful,USD,1970-01-01 00:00:01.594270800,1970-01-01 00:00:01.621314000
1381,5921,Soto-Anthony,Ameliorated logistical capability,51400.0,90440.0,successful,USD,1970-01-01 00:00:01.602565200,1970-01-01 00:00:01.613973600
2040,4467,Howard-Douglas,Organized human-resource attitude,88400.0,121138.0,successful,USD,1970-01-01 00:00:01.600750800,1970-01-01 00:00:01.617685200
1812,4187,"Melton, Robinson and Fritz",Function-based leadingedge pricing structure,108400.0,142523.0,successful,AUD,1970-01-01 00:00:01.608184800,1970-01-01 00:00:01.640844000
1969,3325,Sparks-West,Organized incremental standardization,2000.0,14452.0,successful,USD,1970-01-01 00:00:01.629349200,1970-01-01 00:00:01.637474400
1291,4995,Mosley-Gilbert,Vision-oriented logistical intranet,2800.0,2734.0,failed,USD,1970-01-01 00:00:01.621573200,1970-01-01 00:00:01.632373200
580,3185,Hanson Inc,Grass-roots web-enabled contingency,2900.0,8807.0,successful,GBP,1970-01-01 00:00:01.615701600,1970-01-01 00:00:01.630213200
478,4865,Charles-Johnson,Total fresh-thinking system engine,6800.0,9829.0,successful,USD,1970-01-01 00:00:01.602133200,1970-01-01 00:00:01.627016400
718,1612,Jones-Meyer,Re-engineered client-driven hub,4700.0,12635.0,successful,AUD,1970-01-01 00:00:01.603515600,1970-01-01 00:00:01.618203600
1106,6151,"Fleming, Zhang and Henderson",Distributed 5thgeneration implementation,164700.0,166116.0,successful,GBP,1970-01-01 00:00:01.626498000,1970-01-01 00:00:01.642485600
1302,1433,Jackson LLC,Distributed motivating algorithm,64300.0,65323.0,successful,USD,1970-01-01 00:00:01.588827600,1970-01-01 00:00:01.616302800
1410,2720,Figueroa Ltd,Expanded solution-oriented benchmark,5000.0,11502.0,successful,USD,1970-01-01 00:00:01.622005200,1970-01-01 00:00:01.637733600
2164,4323,Bruce Group,Cross-platform methodical process improvement,5500.0,4300.0,failed,USD,1970-01-01 00:00:01.612159200,1970-01-01 00:00:01.630818000
2916,1463,Cordova Ltd,Synergized radical product,90400.0,110279.0,successful,USD,1970-01-01 00:00:01.620190800,1970-01-01 00:00:01.628398800
2424,2703,"Daniels, Rose and Tyler",Centralized global approach,8600.0,5315.0,failed,USD,1970-01-01 00:00:01.615957200,1970-01-01 00:00:01.618462800
797,5923,"Osborne, Perkins and Knox",Cross-platform bi-directional workforce,2100.0,14305.0,successful,USD,1970-01-01 00:00:01.612850400,1970-01-01 00:00:01.635224400
1231,4914,Walters-Carter,Seamless value-added standardization,4500.0,14649.0,successful,USD,1970-01-01 00:00:01.605852000,1970-01-01 00:00:01.637992800
266,3386,"Higgins, Davis and Salazar",Distributed multi-tasking strategy,2700.0,8799.0,successful,USD,1970-01-01 00:00:01.616907600,1970-01-01 00:00:01.629694800
2589,1431,Tran LLC,Ameliorated fresh-thinking protocol,9800.0,8153.0,failed,USD,1970-01-01 00:00:01.613800800,1970-01-01 00:00:01.618030800
1414,3174,"Bell, Grimes and Kerr",Self-enabling uniform complexity,1800.0,8219.0,successful,USD,1970-01-01 00:00:01.614924000,1970-01-01 00:00:01.645336800
2365,3289,Mills Group,Advanced empowering matrix,8400.0,3251.0,canceled,USD,1970-01-01 00:00:01.585026000,1970-01-01 00:00:01.613973600
2900,5720,Petersen and Sons,Open-source full-range portal,900.0,12607.0,successful,USD,1970-01-01 00:00:01.620018000,1970-01-01 00:00:01.644732000
2352,1613,Ware-Arias,Upgradable maximized protocol,113800.0,140469.0,successful,USD,1970-01-01 00:00:01.619586000,1970-01-01 00:00:01.639116000
1145,4797,Shaw Ltd,Profit-focused content-based application,1400.0,8053.0,successful,CAD,1970-01-01 00:00:01.622869200,1970-01-01 00:00:01.627966800
2185,5095,"Smith, Brown and Davis",Devolved background project,193400.0,46317.0,failed,DKK,1970-01-01 00:00:01.640584800,1970-01-01 00:00:01.642140000
1522,2066,"Turner, Miller and Francis",Compatible well-modulated budgetary management,2100.0,837.0,failed,USD,1970-01-01 00:00:01.608962400,1970-01-01 00:00:01.625288400
1384,3578,Martin-James,Streamlined upward-trending analyzer,180100.0,105598.0,failed,AUD,1970-01-01 00:00:01.610344800,1970-01-01 00:00:01.617080400
1835,4109,"Sanchez, Cross and Savage",Sharable mobile knowledgebase,6000.0,3841.0,failed,USD,1970-01-01 00:00:01.613368800,1970-01-01 00:00:01.620190800
1368,1651,Nunez-Richards,De-engineered cohesive system engine,86400.0,103255.0,successful,USD,1970-01-01 00:00:01.602478800,1970-01-01 00:00:01.634792400
2988,3530,Cisneros Ltd,Vision-oriented regional hub,10000.0,12684.0,successful,USD,1970-01-01 00:00:01.602910800,1970-01-01 00:00:01.629781200
3169,3731,Williams-Jones,Monitored incremental info-mediaries,600.0,14033.0,successful,USD,1970-01-01 00:00:01.588741200,1970-01-01 00:00:01.622437200
497,5156,Nguyen Inc,Seamless directional capacity,7300.0,7348.0,successful,USD,1970-01-01 00:00:01.599800400,1970-01-01 00:00:01.624078800
1338,4849,Moreno Ltd,Customer-focused multimedia methodology,108400.0,138586.0,successful,AUD,1970-01-01 00:00:01.618376400,1970-01-01 00:00:01.622350800
1954,3149,"Quinn, Cruz and Schmidt",Enterprise-wide multimedia software,8900.0,14685.0,successful,USD,1970-01-01 00:00:01.619845200,1970-01-01 00:00:01.634706000
685,5942,"Cruz, Hall and Mason",Synergized content-based hierarchy,8000.0,7220.0,canceled,USD,1970-01-01 00:00:01.622955600,1970-01-01 00:00:01.625720400
2077,3272,Edwards LLC,Automated system-worthy structure,55800.0,118580.0,successful,USD,1970-01-01 00:00:01.608876000,1970-01-01 00:00:01.628226000
692,3111,Gonzalez-Snow,Polarized user-facing interface,5000.0,6775.0,successful,EUR,1970-01-01 00:00:01.608530400,1970-01-01 00:00:01.638338400
812,1905,Byrd Group,Profound fault-tolerant model,88900.0,102535.0,successful,USD,1970-01-01 00:00:01.632546000,1970-01-01 00:00:01.632805200
1015,4121,"Houston, Moore and Rogers",Optional tangible utilization,7600.0,8332.0,successful,USD,1970-01-01 00:00:01.628744400,1970-01-01 00:00:01.637647200
2259,2508,"Hodges, Smith and Kelly",Future-proofed 24hour model,86200.0,77355.0,failed,USD,1970-01-01 00:00:01.588741200,1970-01-01 00:00:01.612850400
55,2940,"Garcia, Dunn and Richardson",Automated even-keeled emulation,9100.0,12991.0,successful,USD,1970-01-01 00:00:01.602392400,1970-01-01 00:00:01.615356000
2554,2116,Williams LLC,Up-sized high-level access,69900.0,138087.0,successful,GBP,1970-01-01 00:00:01.637128800,1970-01-01 00:00:01.638079200
2293,5102,"Cooper, Stanley and Bryant",Phased empowering success,1000.0,5085.0,successful,USD,1970-01-01 00:00:01.623042000,1970-01-01 00:00:01.638252000
212,3415,"Powers, Smith and Deleon",Enhanced uniform service-desk,100.0,2.0,failed,USD,1970-01-01 00:00:01.600837200,1970-01-01 00:00:01.622955600
2381,1798,"Wang, Silva and Byrd",Integrated bifurcated software,1400.0,3534.0,successful,USD,1970-01-01 00:00:01.610344800,1970-01-01 00:00:01.625202000
237,5821,"Carter, Cole and Curtis",Cloned responsive standardization,5800.0,11539.0,successful,USD,1970-01-01 00:00:01.599541200,1970-01-01 00:00:01.618203600
435,3857,Stevenson PLC,Profound directional knowledge user,160400.0,1210.0,failed,USD,1970-01-01 00:00:01.613714400,1970-01-01 00:00:01.627016400
1050,3169,Dawson Group,Triple-buffered bi-directional model,167400.0,196386.0,successful,EUR,1970-01-01 00:00:01.615096800,1970-01-01 00:00:01.616389200
910,5594,Wiggins Ltd,Upgradable analyzing core,9900.0,6161.0,live,CAD,1970-01-01 00:00:01.619499600,1970-01-01 00:00:01.637733600
2686,4912,Wright LLC,Seamless clear-thinking conglomeration,5900.0,9520.0,successful,USD,1970-01-01 00:00:01.613973600,1970-01-01 00:00:01.614492000
201,2576,"Henderson, Parker and Diaz",Enterprise-wide client-driven policy,42600.0,156384.0,successful,AUD,1970-01-01 00:00:01.626670800,1970-01-01 00:00:01.638511200
923,3850,Robbins Group,Function-based interactive matrix,5500.0,4678.0,failed,USD,1970-01-01 00:00:01.612418400,1970-01-01 00:00:01.615096800
1593,4519,"Sellers, Roach and Garrison",Multi-tiered systematic knowledge user,42700.0,97524.0,successful,USD,1970-01-01 00:00:01.608271200,1970-01-01 00:00:01.615784400
2028,5219,Diaz-Little,Grass-roots executive synergy,6700.0,11941.0,successful,USD,1970-01-01 00:00:01.624683600,1970-01-01 00:00:01.625893200
505,4495,"Wright, Hunt and Rowe",Extended eco-centric pricing structure,81200.0,38414.0,failed,USD,1970-01-01 00:00:01.635138000,1970-01-01 00:00:01.639634400
1019,3605,"Scott, Wilson and Martin",Cross-platform intermediate frame,92400.0,104257.0,successful,USD,1970-01-01 00:00:01.619845200,1970-01-01 00:00:01.633064400
462,2265,"Garcia, Garcia and Lopez",Reduced stable middleware,8800.0,14878.0,successful,USD,1970-01-01 00:00:01.605679200,1970-01-01 00:00:01.616043600
1213,1664,"Bradshaw, Gill and Donovan",Inverse secondary infrastructure,158100.0,145243.0,failed,GBP,1970-01-01 00:00:01.599454800,1970-01-01 00:00:01.627534800
2101,4248,Roy PLC,Multi-channeled neutral customer loyalty,6000.0,5392.0,failed,USD,1970-01-01 00:00:01.617080400,1970-01-01 00:00:01.621832400
2655,4085,"Flores, Miller and Johnson",Horizontal context-sensitive knowledge user,8000.0,11493.0,successful,USD,1970-01-01 00:00:01.614751200,1970-01-01 00:00:01.621659600
1363,3126,Lopez Inc,Team-oriented 6thgeneration middleware,72600.0,117892.0,successful,GBP,1970-01-01 00:00:01.604383200,1970-01-01 00:00:01.632459600
2480,3251,Cisneros-Burton,Public-key zero tolerance orchestration,31400.0,41564.0,successful,USD,1970-01-01 00:00:01.625288400,1970-01-01 00:00:01.633410000
3088,5150,Garcia Inc,Front-line web-enabled model,3700.0,10422.0,successful,USD,1970-01-01 00:00:01.600405200,1970-01-01 00:00:01.629262800
2431,5288,Harper-Davis,Robust heuristic encoding,1900.0,13816.0,successful,USD,1970-01-01 00:00:01.625202000,1970-01-01 00:00:01.640930400
698,3096,"Hamilton, Wright and Chavez",Down-sized empowering protocol,92100.0,19246.0,failed,USD,1970-01-01 00:00:01.610604000,1970-01-01 00:00:01.625634000
1882,1656,Fields-Moore,Secured reciprocal array,25000.0,59128.0,successful,CHF,1970-01-01 00:00:01.611813600,1970-01-01 00:00:01.637474400
2198,5629,"White, Larson and Wright",Upgradable hybrid capability,9300.0,11255.0,successful,USD,1970-01-01 00:00:01.587272400,1970-01-01 00:00:01.613368800
3024,1763,Evans Group,Stand-alone actuating support,8000.0,12985.0,successful,USD,1970-01-01 00:00:01.619413200,1970-01-01 00:00:01.626238800
1130,3983,"Santos, Black and Donovan",Pre-emptive scalable access,600.0,5368.0,successful,USD,1970-01-01 00:00:01.586926800,1970-01-01 00:00:01.612764000
2563,3691,"Olsen, Edwards and Reid",Optional clear-thinking software,56000.0,172736.0,successful,AUD,1970-01-01 00:00:01.602219600,1970-01-01 00:00:01.622955600
1834,1268,King Inc,Organic bandwidth-monitored frame,8200.0,5178.0,failed,DKK,1970-01-01 00:00:01.596690000,1970-01-01 00:00:01.630299600
2556,4464,Mason-Sanders,Networked web-enabled instruction set,3200.0,3127.0,failed,USD,1970-01-01 00:00:01.618203600,1970-01-01 00:00:01.638511200
1732,5675,"Pacheco, Johnson and Torres",Optional bandwidth-monitored definition,20700.0,41396.0,successful,USD,1970-01-01 00:00:01.596085200,1970-01-01 00:00:01.616389200
948,4025,Burns-Burnett,Front-line scalable definition,3800.0,2241.0,live,USD,1970-01-01 00:00:01.598590800,1970-01-01 00:00:01.621400400
2808,4102,Flores-Lambert,Triple-buffered logistical frame,109000.0,42795.0,failed,USD,1970-01-01 00:00:01.626584400,1970-01-01 00:00:01.633410000
2141,3365,Hernandez-Grimes,Profit-focused zero administration forecast,102900.0,67546.0,failed,USD,1970-01-01 00:00:01.609999200,1970-01-01 00:00:01.620450000
298,4439,Thomas-Lopez,User-centric fault-tolerant archive,9400.0,6015.0,failed,USD,1970-01-01 00:00:01.608789600,1970-01-01 00:00:01.616043600
2403,1244,Rodriguez-West,Automated optimal function,7000.0,1744.0,failed,USD,1970-01-01 00:00:01.600923600,1970-01-01 00:00:01.617944400
1136,5487,"Martin, Martin and Solis",Assimilated uniform methodology,6800.0,5579.0,failed,USD,1970-01-01 00:00:01.589173200,1970-01-01 00:00:01.616994000
586,1810,Obrien and Sons,Pre-emptive transitional frame,1200.0,3984.0,successful,USD,1970-01-01 00:00:01.618549200,1970-01-01 00:00:01.629262800
470,5771,"Grimes, Holland and Sloan",Extended dedicated archive,3600.0,10289.0,successful,USD,1970-01-01 00:00:01.618549200,1970-01-01 00:00:01.634101200
2806,2150,Lyons LLC,Balanced impactful circuit,68800.0,162603.0,successful,USD,1970-01-01 00:00:01.599886800,1970-01-01 00:00:01.618290000
2322,4003,Clark Inc,Down-sized mobile time-frame,9200.0,9339.0,successful,EUR,1970-01-01 00:00:01.623042000,1970-01-01 00:00:01.630904400
302,1865,Hopkins-Browning,Balanced upward-trending productivity,2500.0,13684.0,successful,USD,1970-01-01 00:00:01.590814800,1970-01-01 00:00:01.623560400
2310,2942,Lucero Group,Intuitive actuating benchmark,9800.0,3349.0,failed,USD,1970-01-01 00:00:01.594702800,1970-01-01 00:00:01.616734800
400,2594,"Greene, Lloyd and Sims",Balanced leadingedge data-warehouse,2100.0,1768.0,failed,USD,1970-01-01 00:00:01.619845200,1970-01-01 00:00:01.630558800
3187,4356,Jarvis and Sons,Business-focused intermediate system engine,29500.0,83843.0,successful,USD,1970-01-01 00:00:01.621573200,1970-01-01 00:00:01.626757200
2509,2188,Waters and Sons,Inverse neutral structure,6300.0,13018.0,successful,USD,1970-01-01 00:00:01.628744400,1970-01-01 00:00:01.642312800
2785,2430,"Ramos, Moreno and Lewis",Extended multi-state knowledge user,9200.0,13382.0,successful,CAD,1970-01-01 00:00:01.613196000,1970-01-01 00:00:01.634792400
3027,4427,"Jones, Wiley and Robbins",Front-line cohesive extranet,7500.0,14381.0,successful,USD,1970-01-01 00:00:01.604206800,1970-01-01 00:00:01.634878800
1656,1879,"Taylor, Wood and Taylor",Cloned hybrid focus group,42100.0,188057.0,successful,CAD,1970-01-01 00:00:01.594789200,1970-01-01 00:00:01.615442400
649,4561,"Cole, Petty and Cameron",Realigned zero administration paradigm,100.0,3.0,failed,USD,1970-01-01 00:00:01.597208400,1970-01-01 00:00:01.618635600
33,5871,Sims-Gross,Object-based attitude-oriented analyzer,8700.0,4710.0,failed,USD,1970-01-01 00:00:01.614924000,1970-01-01 00:00:01.616821200
113,3336,Reyes PLC,Expanded optimal pricing structure,8300.0,8317.0,successful,USD,1970-01-01 00:00:01.599973200,1970-01-01 00:00:01.619758800
1649,5580,Carson PLC,Visionary system-worthy attitude,28800.0,118847.0,successful,CAD,1970-01-01 00:00:01.630818000,1970-01-01 00:00:01.645509600
971,3016,"Hill, Mccann and Moore",Streamlined needs-based knowledge user,6900.0,2091.0,failed,USD,1970-01-01 00:00:01.595307600,1970-01-01 00:00:01.623387600
1111,3199,Hunter-Logan,Down-sized needs-based task-force,8600.0,13527.0,successful,EUR,1970-01-01 00:00:01.597899600,1970-01-01 00:00:01.617858000
725,6144,Lawson and Sons,Reverse-engineered multi-tasking product,1500.0,8447.0,successful,EUR,1970-01-01 00:00:01.616302800,1970-01-01 00:00:01.621918800
1526,6155,Lee PLC,Re-contextualized leadingedge firmware,2000.0,5033.0,successful,USD,1970-01-01 00:00:01.612245600,1970-01-01 00:00:01.631854800
1365,2199,Larson-Little,Proactive foreground core,7600.0,5265.0,failed,USD,1970-01-01 00:00:01.608530400,1970-01-01 00:00:01.629694800
2057,5650,Harris Group,Open-source optimizing database,7600.0,13195.0,successful,DKK,1970-01-01 00:00:01.607666400,1970-01-01 00:00:01.630213200
2669,4842,Carter-Guzman,Centralized cohesive challenge,4500.0,14741.0,successful,DKK,1970-01-01 00:00:01.608616800,1970-01-01 00:00:01.632200400
1114,3280,Nunez-Richards,Exclusive attitude-oriented intranet,110100.0,21946.0,live,DKK,1970-01-01 00:00:01.586322000,1970-01-01 00:00:01.615356000
601,4904,"Perez, Johnson and Gardner",Grass-roots zero administration system engine,6300.0,3030.0,failed,USD,1970-01-01 00:00:01.597122000,1970-01-01 00:00:01.624683600
875,1558,Johnson-Gould,Exclusive needs-based adapter,9100.0,6089.0,canceled,USD,1970-01-01 00:00:01.616562000,1970-01-01 00:00:01.643263200
2283,2307,Perez-Hess,Down-sized cohesive archive,62500.0,30331.0,failed,USD,1970-01-01 00:00:01.634014800,1970-01-01 00:00:01.637128800
711,5695,Simmons-Reynolds,Re-engineered intangible definition,94000.0,38533.0,failed,USD,1970-01-01 00:00:01.615701600,1970-01-01 00:00:01.619672400
1747,5708,Collier Inc,Enhanced dynamic definition,59100.0,75690.0,successful,USD,1970-01-01 00:00:01.594011600,1970-01-01 00:00:01.628053200
2653,2251,Spencer-Bates,Optional responsive customer loyalty,107500.0,51814.0,canceled,USD,1970-01-01 00:00:01.605852000,1970-01-01 00:00:01.627362000
325,3715,"Campbell, Brown and Powell",Synchronized global task-force,130800.0,137635.0,successful,USD,1970-01-01 00:00:01.608703200,1970-01-01 00:00:01.640239200
210,3813,"Blair, Collins and Carter",Exclusive interactive approach,50200.0,189666.0,successful,USD,1970-01-01 00:00:01.617512400,1970-01-01 00:00:01.639029600
2034,1471,Jackson-Lewis,Monitored multi-state encryption,700.0,1101.0,successful,USD,1970-01-01 00:00:01.617771600,1970-01-01 00:00:01.637906400
170,3477,Kim-Rice,Organized bi-directional function,9900.0,5027.0,failed,DKK,1970-01-01 00:00:01.618376400,1970-01-01 00:00:01.619845200
87,5008,Woods-Clark,Networked tertiary Graphical User Interface,9500.0,4530.0,failed,USD,1970-01-01 00:00:01.610949600,1970-01-01 00:00:01.616216400
1711,3263,Bennett and Sons,Function-based multi-state software,1500.0,7129.0,successful,USD,1970-01-01 00:00:01.608271200,1970-01-01 00:00:01.624770000
2294,5631,Lamb Inc,Optimized leadingedge concept,33300.0,128862.0,successful,USD,1970-01-01 00:00:01.613973600,1970-01-01 00:00:01.636524000
29,5027,"Hernandez, Rodriguez and Clark",Organic foreground leverage,7200.0,2459.0,failed,USD,1970-01-01 00:00:01.615528800,1970-01-01 00:00:01.641362400
2025,3889,Anderson-Perez,Expanded 3rdgeneration strategy,2700.0,6132.0,successful,USD,1970-01-01 00:00:01.612850400,1970-01-01 00:00:01.623387600
2395,3136,"Wright, Fox and Marks",Assimilated real-time support,1400.0,3851.0,successful,USD,1970-01-01 00:00:01.607580000,1970-01-01 00:00:01.615096800
1418,2103,Crawford-Peters,User-centric regional database,94200.0,135997.0,successful,CAD,1970-01-01 00:00:01.603170000,1970-01-01 00:00:01.629781200
1905,2329,Romero-Hoffman,Open-source zero administration complexity,199200.0,184750.0,failed,CAD,1970-01-01 00:00:01.623733200,1970-01-01 00:00:01.635224400
2430,3131,"Baker, Morgan and Brown",Assimilated didactic open system,4700.0,557.0,failed,USD,1970-01-01 00:00:01.624597200,1970-01-01 00:00:01.626411600
1934,3631,Berry-Boyer,Mandatory incremental projection,6100.0,14405.0,successful,USD,1970-01-01 00:00:01.614060000,1970-01-01 00:00:01.637388000
1225,5373,Sanders-Allen,Grass-roots needs-based encryption,2900.0,1307.0,failed,USD,1970-01-01 00:00:01.633410000,1970-01-01 00:00:01.636174800
963,2194,Moreno-Turner,Inverse multi-tasking installation,5700.0,14508.0,successful,EUR,1970-01-01 00:00:01.597035600,1970-01-01 00:00:01.612677600
1486,2906,Jones-Watson,Switchable disintermediate moderator,7900.0,1901.0,canceled,USD,1970-01-01 00:00:01.624770000,1970-01-01 00:00:01.642399200
676,2611,Barker Inc,Re-engineered 24/7 task-force,128000.0,158389.0,successful,EUR,1970-01-01 00:00:01.628398800,1970-01-01 00:00:01.643522400
2137,2374,"Tate, Bass and House",Organic object-oriented budgetary management,6000.0,6484.0,successful,USD,1970-01-01 00:00:01.616130000,1970-01-01 00:00:01.622869200
2459,3872,"Martin, Conway and Larsen",Horizontal next generation function,122900.0,95993.0,failed,USD,1970-01-01 00:00:01.607839200,1970-01-01 00:00:01.640498400
2885,5725,Soto LLC,Triple-buffered reciprocal project,57800.0,40228.0,failed,USD,1970-01-01 00:00:01.623560400,1970-01-01 00:00:01.637215200
2030,2988,Davis-Smith,Organic motivating firmware,7400.0,12405.0,successful,USD,1970-01-01 00:00:01.621141200,1970-01-01 00:00:01.631422800
2468,1672,"White, Singleton and Zimmerman",Monitored scalable knowledgebase,3400.0,8588.0,successful,USD,1970-01-01 00:00:01.595480400,1970-01-01 00:00:01.610949600
656,4426,Kramer Group,Synergistic explicit parallelism,7800.0,6132.0,failed,USD,1970-01-01 00:00:01.633755600,1970-01-01 00:00:01.636956000
1891,2081,Hall and Sons,Pre-emptive radical architecture,108800.0,65877.0,canceled,USD,1970-01-01 00:00:01.606024800,1970-01-01 00:00:01.638684000
